observation,Count
"('$16,000', 'CONJ')",1
"('$16,000', 'VERB')",1
"('$16,000', 'ADJ')",1
"('$16,000', 'ADP')",1
"('$16,000', 'PRON')",1
"('$16,000', 'DET')",1
"('$16,000', 'PRT')",1
"('$16,000', 'ADV')",1
"('$16,000', '.')",1
"('directional', 'X')",1
"('directional', 'NUM')",1
"('directional', 'NOUN')",1
"('directional', 'CONJ')",1
"('directional', 'VERB')",1
"('directional', 'ADJ')",4
"('directional', 'ADP')",1
"('directional', 'PRON')",1
"('directional', 'DET')",1
"('directional', 'PRT')",1
"('directional', 'ADV')",1
"('directional', '.')",1
"('influx', 'X')",1
"('influx', 'NUM')",1
"('influx', 'NOUN')",3
"('influx', 'CONJ')",1
"('influx', 'VERB')",1
"('influx', 'ADJ')",1
"('influx', 'ADP')",1
"('influx', 'PRON')",1
"('influx', 'DET')",1
"('influx', 'PRT')",1
"('influx', 'ADV')",1
"('influx', '.')",1
"('propelling', 'X')",1
"('propelling', 'NUM')",1
"('propelling', 'NOUN')",1
"('propelling', 'CONJ')",1
"('propelling', 'VERB')",2
"('propelling', 'ADJ')",1
"('propelling', 'ADP')",1
"('propelling', 'PRON')",1
"('propelling', 'DET')",1
"('propelling', 'PRT')",1
"('propelling', 'ADV')",1
"('propelling', '.')",1
"('ballot', 'X')",1
"('ballot', 'NUM')",1
"('ballot', 'NOUN')",10
"('ballot', 'CONJ')",1
"('ballot', 'VERB')",1
"('ballot', 'ADJ')",1
"('ballot', 'ADP')",1
"('ballot', 'PRON')",1
"('ballot', 'DET')",1
"('ballot', 'PRT')",1
"('ballot', 'ADV')",1
"('ballot', '.')",1
"('fighting', 'X')",1
"('fighting', 'NUM')",1
"('fighting', 'NOUN')",6
"('fighting', 'CONJ')",1
"('fighting', 'VERB')",13
"('fighting', 'ADJ')",1
"('fighting', 'ADP')",1
"('fighting', 'PRON')",1
"('fighting', 'DET')",1
"('fighting', 'PRT')",1
"('fighting', 'ADV')",1
"('fighting', '.')",1
"('concept', 'X')",1
"('concept', 'NUM')",1
"('concept', 'NOUN')",8
"('concept', 'CONJ')",1
"('concept', 'VERB')",1
"('concept', 'ADJ')",1
"('concept', 'ADP')",1
"('concept', 'PRON')",1
"('concept', 'DET')",1
"('concept', 'PRT')",1
"('concept', 'ADV')",1
"('concept', '.')",1
"('Reds', 'X')",1
"('Reds', 'NUM')",1
"('Reds', 'NOUN')",3
"('Reds', 'CONJ')",1
"('Reds', 'VERB')",1
"('Reds', 'ADJ')",1
"('Reds', 'ADP')",1
"('Reds', 'PRON')",1
"('Reds', 'DET')",1
"('Reds', 'PRT')",1
"('Reds', 'ADV')",1
"('Reds', '.')",1
"('longings', 'X')",1
"('longings', 'NUM')",1
"('longings', 'NOUN')",2
"('longings', 'CONJ')",1
"('longings', 'VERB')",1
"('longings', 'ADJ')",1
"('longings', 'ADP')",1
"('longings', 'PRON')",1
"('longings', 'DET')",1
"('longings', 'PRT')",1
"('longings', 'ADV')",1
"('longings', '.')",1
"('Emperor', 'X')",1
"('Emperor', 'NUM')",1
"('Emperor', 'NOUN')",3
"('Emperor', 'CONJ')",1
"('Emperor', 'VERB')",1
"('Emperor', 'ADJ')",1
"('Emperor', 'ADP')",1
"('Emperor', 'PRON')",1
"('Emperor', 'DET')",1
"('Emperor', 'PRT')",1
"('Emperor', 'ADV')",1
"('Emperor', '.')",1
"('Non-Dissonant', 'X')",1
"('Non-Dissonant', 'NUM')",1
"('Non-Dissonant', 'NOUN')",1
"('Non-Dissonant', 'CONJ')",1
"('Non-Dissonant', 'VERB')",1
"('Non-Dissonant', 'ADJ')",2
"('Non-Dissonant', 'ADP')",1
"('Non-Dissonant', 'PRON')",1
"('Non-Dissonant', 'DET')",1
"('Non-Dissonant', 'PRT')",1
"('Non-Dissonant', 'ADV')",1
"('Non-Dissonant', '.')",1
"('ships', 'X')",1
"('ships', 'NUM')",1
"('ships', 'NOUN')",5
"('ships', 'CONJ')",1
"('ships', 'VERB')",1
"('ships', 'ADJ')",1
"('ships', 'ADP')",1
"('ships', 'PRON')",1
"('ships', 'DET')",1
"('ships', 'PRT')",1
"('ships', 'ADV')",1
"('ships', '.')",1
"('imbroglio', 'X')",1
"('imbroglio', 'NUM')",1
"('imbroglio', 'NOUN')",2
"('imbroglio', 'CONJ')",1
"('imbroglio', 'VERB')",1
"('imbroglio', 'ADJ')",1
"('imbroglio', 'ADP')",1
"('imbroglio', 'PRON')",1
"('imbroglio', 'DET')",1
"('imbroglio', 'PRT')",1
"('imbroglio', 'ADV')",1
"('imbroglio', '.')",1
"('unconvincing', 'X')",1
"('unconvincing', 'NUM')",1
"('unconvincing', 'NOUN')",2
"('unconvincing', 'CONJ')",1
"('unconvincing', 'VERB')",1
"('unconvincing', 'ADJ')",1
"('unconvincing', 'ADP')",1
"('unconvincing', 'PRON')",1
"('unconvincing', 'DET')",1
"('unconvincing', 'PRT')",1
"('unconvincing', 'ADV')",1
"('unconvincing', '.')",1
"('wrinkles', 'X')",1
"('wrinkles', 'NUM')",1
"('wrinkles', 'NOUN')",2
"('wrinkles', 'CONJ')",1
"('wrinkles', 'VERB')",1
"('wrinkles', 'ADJ')",1
"('wrinkles', 'ADP')",1
"('wrinkles', 'PRON')",1
"('wrinkles', 'DET')",1
"('wrinkles', 'PRT')",1
"('wrinkles', 'ADV')",1
"('wrinkles', '.')",1
"('Armageddon', 'X')",1
"('Armageddon', 'NUM')",1
"('Armageddon', 'NOUN')",2
"('Armageddon', 'CONJ')",1
"('Armageddon', 'VERB')",1
"('Armageddon', 'ADJ')",1
"('Armageddon', 'ADP')",1
"('Armageddon', 'PRON')",1
"('Armageddon', 'DET')",1
"('Armageddon', 'PRT')",1
"('Armageddon', 'ADV')",1
"('Armageddon', '.')",1
"('desire', 'X')",1
"('desire', 'NUM')",1
"('desire', 'NOUN')",15
"('desire', 'CONJ')",1
"('desire', 'VERB')",4
"('desire', 'ADJ')",1
"('desire', 'ADP')",1
"('desire', 'PRON')",1
"('desire', 'DET')",1
"('desire', 'PRT')",1
"('desire', 'ADV')",1
"('desire', '.')",1
"(""baseball's"", 'X')",1
"(""baseball's"", 'NUM')",1
"(""baseball's"", 'NOUN')",4
"(""baseball's"", 'CONJ')",1
"(""baseball's"", 'VERB')",1
"(""baseball's"", 'ADJ')",1
"(""baseball's"", 'ADP')",1
"(""baseball's"", 'PRON')",1
"(""baseball's"", 'DET')",1
"(""baseball's"", 'PRT')",1
"(""baseball's"", 'ADV')",1
"(""baseball's"", '.')",1
"('plates', 'X')",1
"('plates', 'NUM')",1
"('plates', 'NOUN')",4
"('plates', 'CONJ')",1
"('plates', 'VERB')",1
"('plates', 'ADJ')",1
"('plates', 'ADP')",1
"('plates', 'PRON')",1
"('plates', 'DET')",1
"('plates', 'PRT')",1
"('plates', 'ADV')",1
"('plates', '.')",1
"('scrambled', 'X')",1
"('scrambled', 'NUM')",1
"('scrambled', 'NOUN')",1
"('scrambled', 'CONJ')",1
"('scrambled', 'VERB')",3
"('scrambled', 'ADJ')",1
"('scrambled', 'ADP')",1
"('scrambled', 'PRON')",1
"('scrambled', 'DET')",1
"('scrambled', 'PRT')",1
"('scrambled', 'ADV')",1
"('scrambled', '.')",1
"(""Germany's"", 'X')",1
"(""Germany's"", 'NUM')",1
"(""Germany's"", 'NOUN')",3
"(""Germany's"", 'CONJ')",1
"(""Germany's"", 'VERB')",1
"(""Germany's"", 'ADJ')",1
"(""Germany's"", 'ADP')",1
"(""Germany's"", 'PRON')",1
"(""Germany's"", 'DET')",1
"(""Germany's"", 'PRT')",1
"(""Germany's"", 'ADV')",1
"(""Germany's"", '.')",1
"('Desegregation', 'X')",1
"('Desegregation', 'NUM')",1
"('Desegregation', 'NOUN')",2
"('Desegregation', 'CONJ')",1
"('Desegregation', 'VERB')",1
"('Desegregation', 'ADJ')",1
"('Desegregation', 'ADP')",1
"('Desegregation', 'PRON')",1
"('Desegregation', 'DET')",1
"('Desegregation', 'PRT')",1
"('Desegregation', 'ADV')",1
"('Desegregation', '.')",1
"('deux', 'X')",5
"('deux', 'NUM')",1
"('deux', 'NOUN')",1
"('deux', 'CONJ')",1
"('deux', 'VERB')",1
"('deux', 'ADJ')",1
"('deux', 'ADP')",1
"('deux', 'PRON')",1
"('deux', 'DET')",1
"('deux', 'PRT')",1
"('deux', 'ADV')",1
"('deux', '.')",1
"('transferred', 'X')",1
"('transferred', 'NUM')",1
"('transferred', 'NOUN')",1
"('transferred', 'CONJ')",1
"('transferred', 'VERB')",3
"('transferred', 'ADJ')",1
"('transferred', 'ADP')",1
"('transferred', 'PRON')",1
"('transferred', 'DET')",1
"('transferred', 'PRT')",1
"('transferred', 'ADV')",1
"('transferred', '.')",1
"('grimly', 'X')",1
"('grimly', 'NUM')",1
"('grimly', 'NOUN')",1
"('grimly', 'CONJ')",1
"('grimly', 'VERB')",1
"('grimly', 'ADJ')",1
"('grimly', 'ADP')",1
"('grimly', 'PRON')",1
"('grimly', 'DET')",1
"('grimly', 'PRT')",1
"('grimly', 'ADV')",2
"('grimly', '.')",1
"('deposits', 'X')",1
"('deposits', 'NUM')",1
"('deposits', 'NOUN')",3
"('deposits', 'CONJ')",1
"('deposits', 'VERB')",1
"('deposits', 'ADJ')",1
"('deposits', 'ADP')",1
"('deposits', 'PRON')",1
"('deposits', 'DET')",1
"('deposits', 'PRT')",1
"('deposits', 'ADV')",1
"('deposits', '.')",1
"('Parmer', 'X')",1
"('Parmer', 'NUM')",1
"('Parmer', 'NOUN')",2
"('Parmer', 'CONJ')",1
"('Parmer', 'VERB')",1
"('Parmer', 'ADJ')",1
"('Parmer', 'ADP')",1
"('Parmer', 'PRON')",1
"('Parmer', 'DET')",1
"('Parmer', 'PRT')",1
"('Parmer', 'ADV')",1
"('Parmer', '.')",1
"('acclaimed', 'X')",1
"('acclaimed', 'NUM')",1
"('acclaimed', 'NOUN')",1
"('acclaimed', 'CONJ')",1
"('acclaimed', 'VERB')",4
"('acclaimed', 'ADJ')",1
"('acclaimed', 'ADP')",1
"('acclaimed', 'PRON')",1
"('acclaimed', 'DET')",1
"('acclaimed', 'PRT')",1
"('acclaimed', 'ADV')",1
"('acclaimed', '.')",1
"('budgeting', 'X')",1
"('budgeting', 'NUM')",1
"('budgeting', 'NOUN')",1
"('budgeting', 'CONJ')",1
"('budgeting', 'VERB')",2
"('budgeting', 'ADJ')",1
"('budgeting', 'ADP')",1
"('budgeting', 'PRON')",1
"('budgeting', 'DET')",1
"('budgeting', 'PRT')",1
"('budgeting', 'ADV')",1
"('budgeting', '.')",1
"('bad', 'X')",1
"('bad', 'NUM')",1
"('bad', 'NOUN')",1
"('bad', 'CONJ')",1
"('bad', 'VERB')",1
"('bad', 'ADJ')",22
"('bad', 'ADP')",1
"('bad', 'PRON')",1
"('bad', 'DET')",1
"('bad', 'PRT')",1
"('bad', 'ADV')",1
"('bad', '.')",1
"('marches', 'X')",1
"('marches', 'NUM')",1
"('marches', 'NOUN')",1
"('marches', 'CONJ')",1
"('marches', 'VERB')",2
"('marches', 'ADJ')",1
"('marches', 'ADP')",1
"('marches', 'PRON')",1
"('marches', 'DET')",1
"('marches', 'PRT')",1
"('marches', 'ADV')",1
"('marches', '.')",1
"('Kel', 'X')",1
"('Kel', 'NUM')",1
"('Kel', 'NOUN')",2
"('Kel', 'CONJ')",1
"('Kel', 'VERB')",1
"('Kel', 'ADJ')",1
"('Kel', 'ADP')",1
"('Kel', 'PRON')",1
"('Kel', 'DET')",1
"('Kel', 'PRT')",1
"('Kel', 'ADV')",1
"('Kel', '.')",1
"('Shifte', 'X')",1
"('Shifte', 'NUM')",1
"('Shifte', 'NOUN')",2
"('Shifte', 'CONJ')",1
"('Shifte', 'VERB')",1
"('Shifte', 'ADJ')",1
"('Shifte', 'ADP')",1
"('Shifte', 'PRON')",1
"('Shifte', 'DET')",1
"('Shifte', 'PRT')",1
"('Shifte', 'ADV')",1
"('Shifte', '.')",1
"('Communist-inspired', 'X')",1
"('Communist-inspired', 'NUM')",1
"('Communist-inspired', 'NOUN')",1
"('Communist-inspired', 'CONJ')",1
"('Communist-inspired', 'VERB')",1
"('Communist-inspired', 'ADJ')",2
"('Communist-inspired', 'ADP')",1
"('Communist-inspired', 'PRON')",1
"('Communist-inspired', 'DET')",1
"('Communist-inspired', 'PRT')",1
"('Communist-inspired', 'ADV')",1
"('Communist-inspired', '.')",1
"('royal', 'X')",1
"('royal', 'NUM')",1
"('royal', 'NOUN')",1
"('royal', 'CONJ')",1
"('royal', 'VERB')",1
"('royal', 'ADJ')",6
"('royal', 'ADP')",1
"('royal', 'PRON')",1
"('royal', 'DET')",1
"('royal', 'PRT')",1
"('royal', 'ADV')",1
"('royal', '.')",1
"('Shantz', 'X')",1
"('Shantz', 'NUM')",1
"('Shantz', 'NOUN')",2
"('Shantz', 'CONJ')",1
"('Shantz', 'VERB')",1
"('Shantz', 'ADJ')",1
"('Shantz', 'ADP')",1
"('Shantz', 'PRON')",1
"('Shantz', 'DET')",1
"('Shantz', 'PRT')",1
"('Shantz', 'ADV')",1
"('Shantz', '.')",1
"('upturn', 'X')",1
"('upturn', 'NUM')",1
"('upturn', 'NOUN')",5
"('upturn', 'CONJ')",1
"('upturn', 'VERB')",1
"('upturn', 'ADJ')",1
"('upturn', 'ADP')",1
"('upturn', 'PRON')",1
"('upturn', 'DET')",1
"('upturn', 'PRT')",1
"('upturn', 'ADV')",1
"('upturn', '.')",1
"('diehards', 'X')",1
"('diehards', 'NUM')",1
"('diehards', 'NOUN')",2
"('diehards', 'CONJ')",1
"('diehards', 'VERB')",1
"('diehards', 'ADJ')",1
"('diehards', 'ADP')",1
"('diehards', 'PRON')",1
"('diehards', 'DET')",1
"('diehards', 'PRT')",1
"('diehards', 'ADV')",1
"('diehards', '.')",1
"('greater', 'X')",1
"('greater', 'NUM')",1
"('greater', 'NOUN')",1
"('greater', 'CONJ')",1
"('greater', 'VERB')",1
"('greater', 'ADJ')",25
"('greater', 'ADP')",1
"('greater', 'PRON')",1
"('greater', 'DET')",1
"('greater', 'PRT')",1
"('greater', 'ADV')",1
"('greater', '.')",1
"('4th', 'X')",1
"('4th', 'NUM')",1
"('4th', 'NOUN')",1
"('4th', 'CONJ')",1
"('4th', 'VERB')",1
"('4th', 'ADJ')",4
"('4th', 'ADP')",1
"('4th', 'PRON')",1
"('4th', 'DET')",1
"('4th', 'PRT')",1
"('4th', 'ADV')",1
"('4th', '.')",1
"('shelter', 'X')",1
"('shelter', 'NUM')",1
"('shelter', 'NOUN')",9
"('shelter', 'CONJ')",1
"('shelter', 'VERB')",2
"('shelter', 'ADJ')",1
"('shelter', 'ADP')",1
"('shelter', 'PRON')",1
"('shelter', 'DET')",1
"('shelter', 'PRT')",1
"('shelter', 'ADV')",1
"('shelter', '.')",1
"('Past', 'X')",1
"('Past', 'NUM')",1
"('Past', 'NOUN')",1
"('Past', 'CONJ')",1
"('Past', 'VERB')",1
"('Past', 'ADJ')",2
"('Past', 'ADP')",1
"('Past', 'PRON')",1
"('Past', 'DET')",1
"('Past', 'PRT')",1
"('Past', 'ADV')",1
"('Past', '.')",1
"('Clerfayt', 'X')",1
"('Clerfayt', 'NUM')",1
"('Clerfayt', 'NOUN')",8
"('Clerfayt', 'CONJ')",1
"('Clerfayt', 'VERB')",1
"('Clerfayt', 'ADJ')",1
"('Clerfayt', 'ADP')",1
"('Clerfayt', 'PRON')",1
"('Clerfayt', 'DET')",1
"('Clerfayt', 'PRT')",1
"('Clerfayt', 'ADV')",1
"('Clerfayt', '.')",1
"('Supplement', 'X')",1
"('Supplement', 'NUM')",1
"('Supplement', 'NOUN')",2
"('Supplement', 'CONJ')",1
"('Supplement', 'VERB')",1
"('Supplement', 'ADJ')",1
"('Supplement', 'ADP')",1
"('Supplement', 'PRON')",1
"('Supplement', 'DET')",1
"('Supplement', 'PRT')",1
"('Supplement', 'ADV')",1
"('Supplement', '.')",1
"('pennies', 'X')",1
"('pennies', 'NUM')",1
"('pennies', 'NOUN')",3
"('pennies', 'CONJ')",1
"('pennies', 'VERB')",1
"('pennies', 'ADJ')",1
"('pennies', 'ADP')",1
"('pennies', 'PRON')",1
"('pennies', 'DET')",1
"('pennies', 'PRT')",1
"('pennies', 'ADV')",1
"('pennies', '.')",1
"('Satterfield', 'X')",1
"('Satterfield', 'NUM')",1
"('Satterfield', 'NOUN')",2
"('Satterfield', 'CONJ')",1
"('Satterfield', 'VERB')",1
"('Satterfield', 'ADJ')",1
"('Satterfield', 'ADP')",1
"('Satterfield', 'PRON')",1
"('Satterfield', 'DET')",1
"('Satterfield', 'PRT')",1
"('Satterfield', 'ADV')",1
"('Satterfield', '.')",1
"('whistling', 'X')",1
"('whistling', 'NUM')",1
"('whistling', 'NOUN')",1
"('whistling', 'CONJ')",1
"('whistling', 'VERB')",2
"('whistling', 'ADJ')",1
"('whistling', 'ADP')",1
"('whistling', 'PRON')",1
"('whistling', 'DET')",1
"('whistling', 'PRT')",1
"('whistling', 'ADV')",1
"('whistling', '.')",1
"('Room', 'X')",1
"('Room', 'NUM')",1
"('Room', 'NOUN')",7
"('Room', 'CONJ')",1
"('Room', 'VERB')",1
"('Room', 'ADJ')",1
"('Room', 'ADP')",1
"('Room', 'PRON')",1
"('Room', 'DET')",1
"('Room', 'PRT')",1
"('Room', 'ADV')",1
"('Room', '.')",1
"('Decries', 'X')",1
"('Decries', 'NUM')",1
"('Decries', 'NOUN')",1
"('Decries', 'CONJ')",1
"('Decries', 'VERB')",2
"('Decries', 'ADJ')",1
"('Decries', 'ADP')",1
"('Decries', 'PRON')",1
"('Decries', 'DET')",1
"('Decries', 'PRT')",1
"('Decries', 'ADV')",1
"('Decries', '.')",1
"('Faced', 'X')",1
"('Faced', 'NUM')",1
"('Faced', 'NOUN')",1
"('Faced', 'CONJ')",1
"('Faced', 'VERB')",2
"('Faced', 'ADJ')",1
"('Faced', 'ADP')",1
"('Faced', 'PRON')",1
"('Faced', 'DET')",1
"('Faced', 'PRT')",1
"('Faced', 'ADV')",1
"('Faced', '.')",1
"('damage', 'X')",1
"('damage', 'NUM')",1
"('damage', 'NOUN')",8
"('damage', 'CONJ')",1
"('damage', 'VERB')",3
"('damage', 'ADJ')",1
"('damage', 'ADP')",1
"('damage', 'PRON')",1
"('damage', 'DET')",1
"('damage', 'PRT')",1
"('damage', 'ADV')",1
"('damage', '.')",1
"('therefore', 'X')",1
"('therefore', 'NUM')",1
"('therefore', 'NOUN')",1
"('therefore', 'CONJ')",1
"('therefore', 'VERB')",1
"('therefore', 'ADJ')",1
"('therefore', 'ADP')",1
"('therefore', 'PRON')",1
"('therefore', 'DET')",1
"('therefore', 'PRT')",1
"('therefore', 'ADV')",22
"('therefore', '.')",1
"('judged', 'X')",1
"('judged', 'NUM')",1
"('judged', 'NOUN')",1
"('judged', 'CONJ')",1
"('judged', 'VERB')",2
"('judged', 'ADJ')",1
"('judged', 'ADP')",1
"('judged', 'PRON')",1
"('judged', 'DET')",1
"('judged', 'PRT')",1
"('judged', 'ADV')",1
"('judged', '.')",1
"('deposited', 'X')",1
"('deposited', 'NUM')",1
"('deposited', 'NOUN')",1
"('deposited', 'CONJ')",1
"('deposited', 'VERB')",5
"('deposited', 'ADJ')",1
"('deposited', 'ADP')",1
"('deposited', 'PRON')",1
"('deposited', 'DET')",1
"('deposited', 'PRT')",1
"('deposited', 'ADV')",1
"('deposited', '.')",1
"('so', 'X')",1
"('so', 'NUM')",1
"('so', 'NOUN')",1
"('so', 'CONJ')",1
"('so', 'VERB')",1
"('so', 'ADJ')",1
"('so', 'ADP')",48
"('so', 'PRON')",1
"('so', 'DET')",1
"('so', 'PRT')",1
"('so', 'ADV')",225
"('so', '.')",1
"('confident', 'X')",1
"('confident', 'NUM')",1
"('confident', 'NOUN')",1
"('confident', 'CONJ')",1
"('confident', 'VERB')",1
"('confident', 'ADJ')",9
"('confident', 'ADP')",1
"('confident', 'PRON')",1
"('confident', 'DET')",1
"('confident', 'PRT')",1
"('confident', 'ADV')",1
"('confident', '.')",1
"('linking', 'X')",1
"('linking', 'NUM')",1
"('linking', 'NOUN')",1
"('linking', 'CONJ')",1
"('linking', 'VERB')",3
"('linking', 'ADJ')",1
"('linking', 'ADP')",1
"('linking', 'PRON')",1
"('linking', 'DET')",1
"('linking', 'PRT')",1
"('linking', 'ADV')",1
"('linking', '.')",1
"('one-story', 'X')",1
"('one-story', 'NUM')",1
"('one-story', 'NOUN')",1
"('one-story', 'CONJ')",1
"('one-story', 'VERB')",1
"('one-story', 'ADJ')",2
"('one-story', 'ADP')",1
"('one-story', 'PRON')",1
"('one-story', 'DET')",1
"('one-story', 'PRT')",1
"('one-story', 'ADV')",1
"('one-story', '.')",1
"('vacuum', 'X')",1
"('vacuum', 'NUM')",1
"('vacuum', 'NOUN')",2
"('vacuum', 'CONJ')",1
"('vacuum', 'VERB')",1
"('vacuum', 'ADJ')",1
"('vacuum', 'ADP')",1
"('vacuum', 'PRON')",1
"('vacuum', 'DET')",1
"('vacuum', 'PRT')",1
"('vacuum', 'ADV')",1
"('vacuum', '.')",1
"(""Mays'"", 'X')",1
"(""Mays'"", 'NUM')",1
"(""Mays'"", 'NOUN')",3
"(""Mays'"", 'CONJ')",1
"(""Mays'"", 'VERB')",1
"(""Mays'"", 'ADJ')",1
"(""Mays'"", 'ADP')",1
"(""Mays'"", 'PRON')",1
"(""Mays'"", 'DET')",1
"(""Mays'"", 'PRT')",1
"(""Mays'"", 'ADV')",1
"(""Mays'"", '.')",1
"('Nkrumah', 'X')",1
"('Nkrumah', 'NUM')",1
"('Nkrumah', 'NOUN')",3
"('Nkrumah', 'CONJ')",1
"('Nkrumah', 'VERB')",1
"('Nkrumah', 'ADJ')",1
"('Nkrumah', 'ADP')",1
"('Nkrumah', 'PRON')",1
"('Nkrumah', 'DET')",1
"('Nkrumah', 'PRT')",1
"('Nkrumah', 'ADV')",1
"('Nkrumah', '.')",1
"('imperialists', 'X')",1
"('imperialists', 'NUM')",1
"('imperialists', 'NOUN')",2
"('imperialists', 'CONJ')",1
"('imperialists', 'VERB')",1
"('imperialists', 'ADJ')",1
"('imperialists', 'ADP')",1
"('imperialists', 'PRON')",1
"('imperialists', 'DET')",1
"('imperialists', 'PRT')",1
"('imperialists', 'ADV')",1
"('imperialists', '.')",1
"('Luechtefeld', 'X')",1
"('Luechtefeld', 'NUM')",1
"('Luechtefeld', 'NOUN')",2
"('Luechtefeld', 'CONJ')",1
"('Luechtefeld', 'VERB')",1
"('Luechtefeld', 'ADJ')",1
"('Luechtefeld', 'ADP')",1
"('Luechtefeld', 'PRON')",1
"('Luechtefeld', 'DET')",1
"('Luechtefeld', 'PRT')",1
"('Luechtefeld', 'ADV')",1
"('Luechtefeld', '.')",1
"('coronary', 'X')",1
"('coronary', 'NUM')",1
"('coronary', 'NOUN')",4
"('coronary', 'CONJ')",1
"('coronary', 'VERB')",1
"('coronary', 'ADJ')",2
"('coronary', 'ADP')",1
"('coronary', 'PRON')",1
"('coronary', 'DET')",1
"('coronary', 'PRT')",1
"('coronary', 'ADV')",1
"('coronary', '.')",1
"('Cumbancheros', 'X')",1
"('Cumbancheros', 'NUM')",1
"('Cumbancheros', 'NOUN')",2
"('Cumbancheros', 'CONJ')",1
"('Cumbancheros', 'VERB')",1
"('Cumbancheros', 'ADJ')",1
"('Cumbancheros', 'ADP')",1
"('Cumbancheros', 'PRON')",1
"('Cumbancheros', 'DET')",1
"('Cumbancheros', 'PRT')",1
"('Cumbancheros', 'ADV')",1
"('Cumbancheros', '.')",1
"('Ravel-like', 'X')",1
"('Ravel-like', 'NUM')",1
"('Ravel-like', 'NOUN')",1
"('Ravel-like', 'CONJ')",1
"('Ravel-like', 'VERB')",1
"('Ravel-like', 'ADJ')",2
"('Ravel-like', 'ADP')",1
"('Ravel-like', 'PRON')",1
"('Ravel-like', 'DET')",1
"('Ravel-like', 'PRT')",1
"('Ravel-like', 'ADV')",1
"('Ravel-like', '.')",1
"('Shiflett', 'X')",1
"('Shiflett', 'NUM')",1
"('Shiflett', 'NOUN')",3
"('Shiflett', 'CONJ')",1
"('Shiflett', 'VERB')",1
"('Shiflett', 'ADJ')",1
"('Shiflett', 'ADP')",1
"('Shiflett', 'PRON')",1
"('Shiflett', 'DET')",1
"('Shiflett', 'PRT')",1
"('Shiflett', 'ADV')",1
"('Shiflett', '.')",1
"('Maryinsky', 'X')",1
"('Maryinsky', 'NUM')",1
"('Maryinsky', 'NOUN')",2
"('Maryinsky', 'CONJ')",1
"('Maryinsky', 'VERB')",1
"('Maryinsky', 'ADJ')",1
"('Maryinsky', 'ADP')",1
"('Maryinsky', 'PRON')",1
"('Maryinsky', 'DET')",1
"('Maryinsky', 'PRT')",1
"('Maryinsky', 'ADV')",1
"('Maryinsky', '.')",1
"('vines', 'X')",1
"('vines', 'NUM')",1
"('vines', 'NOUN')",2
"('vines', 'CONJ')",1
"('vines', 'VERB')",1
"('vines', 'ADJ')",1
"('vines', 'ADP')",1
"('vines', 'PRON')",1
"('vines', 'DET')",1
"('vines', 'PRT')",1
"('vines', 'ADV')",1
"('vines', '.')",1
"('Dexedrine', 'X')",1
"('Dexedrine', 'NUM')",1
"('Dexedrine', 'NOUN')",2
"('Dexedrine', 'CONJ')",1
"('Dexedrine', 'VERB')",1
"('Dexedrine', 'ADJ')",1
"('Dexedrine', 'ADP')",1
"('Dexedrine', 'PRON')",1
"('Dexedrine', 'DET')",1
"('Dexedrine', 'PRT')",1
"('Dexedrine', 'ADV')",1
"('Dexedrine', '.')",1
"('nullity', 'X')",1
"('nullity', 'NUM')",1
"('nullity', 'NOUN')",2
"('nullity', 'CONJ')",1
"('nullity', 'VERB')",1
"('nullity', 'ADJ')",1
"('nullity', 'ADP')",1
"('nullity', 'PRON')",1
"('nullity', 'DET')",1
"('nullity', 'PRT')",1
"('nullity', 'ADV')",1
"('nullity', '.')",1
"('sphere', 'X')",1
"('sphere', 'NUM')",1
"('sphere', 'NOUN')",8
"('sphere', 'CONJ')",1
"('sphere', 'VERB')",1
"('sphere', 'ADJ')",1
"('sphere', 'ADP')",1
"('sphere', 'PRON')",1
"('sphere', 'DET')",1
"('sphere', 'PRT')",1
"('sphere', 'ADV')",1
"('sphere', '.')",1
"('Memorials', 'X')",1
"('Memorials', 'NUM')",1
"('Memorials', 'NOUN')",2
"('Memorials', 'CONJ')",1
"('Memorials', 'VERB')",1
"('Memorials', 'ADJ')",1
"('Memorials', 'ADP')",1
"('Memorials', 'PRON')",1
"('Memorials', 'DET')",1
"('Memorials', 'PRT')",1
"('Memorials', 'ADV')",1
"('Memorials', '.')",1
"('hemisphere', 'X')",1
"('hemisphere', 'NUM')",1
"('hemisphere', 'NOUN')",4
"('hemisphere', 'CONJ')",1
"('hemisphere', 'VERB')",1
"('hemisphere', 'ADJ')",1
"('hemisphere', 'ADP')",1
"('hemisphere', 'PRON')",1
"('hemisphere', 'DET')",1
"('hemisphere', 'PRT')",1
"('hemisphere', 'ADV')",1
"('hemisphere', '.')",1
"('significant', 'X')",1
"('significant', 'NUM')",1
"('significant', 'NOUN')",1
"('significant', 'CONJ')",1
"('significant', 'VERB')",1
"('significant', 'ADJ')",13
"('significant', 'ADP')",1
"('significant', 'PRON')",1
"('significant', 'DET')",1
"('significant', 'PRT')",1
"('significant', 'ADV')",1
"('significant', '.')",1
"('Cleveland', 'X')",1
"('Cleveland', 'NUM')",1
"('Cleveland', 'NOUN')",8
"('Cleveland', 'CONJ')",1
"('Cleveland', 'VERB')",1
"('Cleveland', 'ADJ')",1
"('Cleveland', 'ADP')",1
"('Cleveland', 'PRON')",1
"('Cleveland', 'DET')",1
"('Cleveland', 'PRT')",1
"('Cleveland', 'ADV')",1
"('Cleveland', '.')",1
